NewsID,NewsContent,Explicit_Company
453,　　美元兑人民币央行中间价在12月1日报7.8331，亚洲盘人民币兑美元大幅上涨盘中首次突破7.83水平，创汇改以来新低。人民币加速升值反映在股市上的是上证指数攻破2100点，而股市反应最激烈的是房地产股板块，本栏在上周及时提示投资者关注的该板块个股中，已有多只股票一周涨幅超过15％，这说明人民币升值概念股的炒作深入人心，市场主流资金介入也非常积极。除房地产板块以外，我们本周重点谈谈航空板块。  　　航空板块对人民币升值的敏感体现在航空公司大都有金额巨大的外币负债，比如通过购买飞机拥有庞大的美元外债，升值将使公司因汇兑变化而获益，而进口的航空燃油开支也大幅降低。虽然国际油价的再度反弹会给该板块的炒作预期带来影响，但各航空公司航油期货套期保值措施的逐步实施，以及市场供求关系的改善、企业经营管理水平的提高和人民币预期的持续升值，有望推动航空业在2007年出现上升拐点。  　　其实某国币种升值，给该国的航空行业股票所带来积极影响的例子有不少。比如在八十年代，日元持续升值过程中日本航空股上涨幅度高达到600%，且涨幅居33个行业之首。不同的是，当时的原油价格是在10－30美元区间波动；还有，日本的航空公司没有外债，债务来自于本币，只是日本航空公司在飞机购买、经营租赁费支付以及航油采购方面价格与美元挂钩，因此受益于本币升值。而我国航空公司大都有金额巨大的外币负债的特点，这点不同更能体现币种升值所带来的好处。另外我国燃油附加费政策正逐步在各航空公司的实际经营中逐步得到实施，从06年8月份开始，国内航线综合票价指数和国际航线票价指数开始比较明显地超过去年同期；预计随着9月1日国内航线和10月1日国际航线燃油附加费金额的进一步提升，航空票价水平有望继续提高。因此，在不同油价、不同经济和不同时代的背景之下，中国航空股未来的市场环境还是有可能复制八十年代日本航空股的市场环境，所以投资者应该关注航空板块的投资机会。  　　虽然市场在成交量的放大之后，大盘需要有一个短期休整的过程，但不影响个股板块的继续活跃。特别是周五，海南航空（600221）的放量启动已经预示该板块的机会会不断涌现。笔者建议重点关注海南航空（600221）、S南航和本栏前期已经推荐的中国国航（601111）。  　　（邓晓波）,中国国航
454,　　本报讯 岳阳兴长（000819）称，鉴于公司控股子公司湖南汇博化工科技有限公司、湖南新邦软件开发有限责任公司扭亏无望、经营难以为继的现状，公司对上述两家公司进行了全面清理，对有关股权进行了转让、债权进行了清理。（周 悦）,岳阳兴长
455,　　中国铝业整合旗下资产的方式即将浮出水面  　　证券时报记者 龙 可  　　本报讯 今日，S兰铝(600296)和S山东铝(600205)发布了类似的公告，两家公司股票都将自2006年12月4日起停牌，以进行股权分置改革。两公司也同时表示，此次股改可能与控股股东中国铝业股份有限公司的资产或股权重组有关，如果未能在2006年12月8日前披露股改的相关文件，公司将公告取消此次股改动议，并于下一交易日复牌。  　　实际上，S兰铝和S山东铝自上周二就已开始停牌。11月28日，在香港上市的中国铝业(2600，HK)以及S山东铝和S兰铝同时发布公告，称由于将进行股权分置改革，涉及重大资产重组事项，股票从2006年11月28日至12月1日停牌。对此，市场基本已认定，中铝系此次会将旗下上市公司的整合和股改一并完成，否则公告中就不会出现“重大资产重组”等内容。  　　早在去年底，市场就已预期中国铝业将会对旗下A股公司进行整合，一度“私有化”被认为是最有可能的方式。而S山东铝曾在9月份提出过10送2.5股的股改方案，后因股东大会上投赞成票的流通股股东比例仅达44%，而未获通过。分析人士认为，这应该是导致中铝系决定此次将整合与股改一起进行的重要原因。  　　处于目前整合和股改相结合的背景下，市场对中铝下一步整合的方式有几种猜测，一是通过资产重组、发行A股及换股的方式，吸收及合并内地两间A股上市公司，同时完成股改申请在A股上市；另一种方案是，以中国铝业自身拥有的非铝业资产，置换A股上市公司资产，保留壳资源以达到资产整合及股改的双重目的；还有一种方案是集团公司以换股合并方式合并上市公司，实现整体上市，类似于上港集团吸收合并上港集箱。,"S山东铝, S兰铝, 上港集团, 中国铝业"
456,　　股改完成后，S*ST屯河将运营传统的非政策性糖贸易业务  　　证券时报记者 罗平华  　　本报讯 随着S*ST 屯河（600737）股权分置改革说明书的出台，中国粮油食品（集团）有限公司对其的改造和定位也随之确定。根据S*ST 屯河的股改方案，中粮集团拟以其所持有的中粮新疆四方糖业（集团）有限责任公司100%的股权和朔州中粮糖业有限公司100%的股权赠送给S*ST 屯河作为股改的对价安排。  　　此外，中粮集团还承诺，股改完成后，中粮集团拟将传统的非政策性糖贸易业务交由S*ST屯河运营。这就意味着，中粮集团有意将S*ST 屯河打造成“非政策性糖贸易业务”的运作平台。  　　今日披露的相关资料显示，中粮集团拟注入S*ST 屯河的两项资产中，中粮四方注册资本17188万元，截至2006年9月30日的总资产为52623.5万元，净资产为24350.64万元，净利润为7135.69万元，主营业收入为32122.27万元（未经审计数）；朔州糖业注册资本3500万元，截至2006年9月30日的总资产为4642万元，净资产为968万元（未经审计数），朔州糖业为2006年新设立公司，故未公布其相关营收及净利润数据。S*ST 屯河称，上述两项资产的注入预计将在2007年为公司增加利润6500万元。  　　对于S*ST 屯河股改方案的对价水平，其保荐机构称，按市盈率法测算，以截至11月17日最近48个交易日（换手率100%）均价5.63元作为流通股股东对价折算基准，相当于流通股股东每10股获付2.58股。  　　值得关注的是，以中粮集团为主的非流通股东在S*ST 屯河提出的八项承诺。有业内人士表示，随着产业定位浮出水面，加上包括业绩、持续注入资产、管理团队激励约束机制等承诺，S*ST屯河未来发展道路已经明晰。  　　在对业绩承诺中，S*ST 屯河非流通股股东称，股权分置改革方案实施后，在注册会计师出具标准无保留意见审计报告的情况下，S*ST 屯河2007年实现净利润不低于1.8亿元，2008年实现净利润不低于2.5亿元。如果S*ST 屯河未在上述两个会计年度实现承诺的净利润水平，则由中粮集团向公司捐赠现金以补足净利润差额。  　　另外，中粮集团还承诺，自股权分置改革表决通过之日起，中粮集团财务有限责任公司将不再对S*ST 屯河的贷款收取30%的上浮利息，同时也不再收取对S*ST 屯河上述贷款所收取的1%/年的担保费。,中粮糖业
458,　　本报讯 SST运盛（600767）公告称，公司股改方案目前在国家商务部批复过程中，在公司股改方案实施前公司股票继续停牌。（文 琪）,ST运盛
459,　　本报讯 驰宏锌锗（600497）关于向云南冶金集团总公司发行股份收购资产的申请日前获得中国证券监督管理委员会核准。证监会同时豁免了云南冶金集团总公司要约收购义务。  　　据悉，驰宏锌锗之前公布的增发方案曾引起过市场质疑，随后证监会上市公司重组审核委员会否定了公司的定向增发方案。同时，证监会出具了《关于云南驰宏锌锗股份有限公司重大资产重组方案的意见》，该公司董事会因此对申报材料进行修改和补充，并更新材料中的财务数据和相关中介机构文件。（文 琪）,驰宏锌锗
460,　　本报讯 赣南果业（000829）称，公司拟在2006年11月29日至2007年11月29日期间内，向中国建设银行股份有限公司赣州市分行申请总额不超过1.8亿元人民币流动资金贷款，用于企业生产经营周转。（周 悦）,建设银行
462,"　　实习记者  卢 青  　　本报讯 胜利股份（000407）自切入生物产业以来，其稳健发展的路子变得更加清晰。近日，该公司全资子公司山东胜利生物工程有限公司又被山东省科技厅认定为高新技术企业，这意味着胜利股份将获得更多税收和技术开发专项资金扶持等优惠政策，公司生物产业将稳步进入上升通道。       　　胜利股份有关负责人表示，公司拟对农药和生物两大产业平台进一步整合，以实现资源共享、循环利用，比如公司将生物产业的阿维菌素原药，作为公司另一大产业农药制剂的原料之一，以此拉长产业价值链，获取更多的收益。特别是经过近几年的市场培育，多个系列和品种的产品结构已基本形成。据了解，该公司海南霉素、泰妙菌素等五个产品通过了国家农业部GMP认证，多个产品或项目也处于储备或研发状态。  　　截至目前，该公司分别在济南高新区建设了研发中试基地，在山东济宁高新区建设了居国内动保行业发酵规模前列的生产基地，生物产业完整价值链逐步搭建起来。种种举措，都为公司生物产业的发展及延伸提供了一个更大的平台。  　　目前，该公司生物产业在国内外市场已逐渐表现出影响力，产品销售收入逐月提升，今年上半年销售收入已接近去年全年水平。同时胜利股份将目光投向国际市场，随着生物产业的不断壮大，与国外机构的联系与合作也更加密切。相关产品的FDA认证也在有条不紊地展开。其中,泰妙菌素产品以国际市场为突破口，使公司成为目前国内该品种最有影响力的出口企业，同时，该产品的出口对公司其他产品进军国际市场也起到了有力的推动作用。  　　生物产业是不折不扣的高科技产业，因此技术创新在生物产业发展显得至关重要。以技术驱动下的低成本和高质量优势共同打造核心竞争力，一直是胜利股份倡导的发展模式。为此，该公司构建了多层次的研发人才队伍，并依托国内一流的中试基地，在产品的研发速度和效果方面做文章。该公司通过技术创新和规模化生产，综合竞争力也在不断凸显。  　　胜利股份前一交易日收盘价3.85元，涨3.22%。",胜利股份
463,"　　见习记者 周 悦  　　本报讯 金路集团（000510）称，为进一步调整产业结构，夯实主业，公司决定将持有的四川省绵阳市丰谷酒业有限责任公司99.2%股权全部转让给深圳市汉利宏投资发展有限公司，转让价格为1.83亿元。  　　据了解，汉利宏投资公司成立于1997年，注册资金3000万元。近几年，先后投资近3亿元在深圳涉足大型商场、餐饮娱乐业和酒店项目，拥有年租金收入2000万元，餐饮娱乐年均经营收入3000万元和深圳市金沙湾大酒店有限公司的全部股权。截至2006年9月30日，该公司总资产5.44亿元，净资产3.62亿元。  　　此次交易标的丰谷酒业起源于清朝康熙年间（1682）的丰谷天佑烧坊，至今己有323年的历史，于2001年成为上市公司金路集团的控股子公司。丰谷酒业的主要产品有丰谷酒皇、丰谷酒王、丰谷特曲、丰谷老窖系列、星级系列、及绵州酒系列等20 多个品种一百余个产品规格的浓香型白酒，拥有白酒年生产能力4万吨，已形成以川北地区为主的覆盖川内主要城市和省外部分地区的销售市场。  　　截至2005年12月31日，丰谷酒业总资产为5.56亿元，净资产为1.55亿元，资产负债率为72.08%,实现主营业务收入3.87亿元，净利润1066万元，约占金路集团2005年度净利润的13.28%；截至2006年10月31日，其总资产为5.93亿元，净资产为1.63亿元，主营业务收入为3.29亿元，净利润为655万元。丰谷酒业股东全部权益价值在评估基准日2006年10月31日的账面值为1.63亿元，评估值为1.58亿元，经双方协商，此次转让丰谷酒业99.2%的股权价款确定为1.83亿元。  　　金路集团称，截至2006年10月31日，金路集团为丰谷酒业担保金额为1.7亿元。此次股权转让完成后，双方原有的担保到期后自动解除担保关系，若需继续担保，需按中国证监会有关对外担保的规定履行相关手续；并在此次转让股权变更登记日前了清丰谷酒业与金路集团及其控股公司相关债权债务关系。  　　此外，金路集团下属控股子公司四川省金路树脂有限公司随着生产经营规模的扩大，流动资金需求增加，计划2006年度在原有基础上新增贷款2.1亿元。",金路集团
465,　　本报讯 中工国际（002051）计划与中国机械工业集团公司就菲律宾北吕宋铁路一期一段工程进行合作。  　　据了解，该项目合同总金额为4.21亿美元，项目工期三年，是包括勘察、设计、施工、设备供应、安装、培训和验收等的交钥匙工程。该项目收益由国机集团和中工国际别按75%和25%的比例分享，每年年底前，国机集团参照执行进度、按项目预结算利润以项目合作费名义支付给中工国际。(周 悦),中工国际
466,"　　本报讯 日前，阳光股份(000608)公告称公司通过拍卖方式取得了天津市河东区万东小马路项目的土地使用权，挂牌宗地编号为津东万（挂）2006－064号。该地块成交价款为34120万元。同时,该公司称拟在天津市成立一项目公司，负责对天津万东项目的开发建设。  　　据悉，阳光股份已于2006年12月1日召开的董事会审议通过了公司投资天津万东项目议案。该项议案尚需股东大会进行审议。该项目规划土地总面积约48198平方米，出让土地面积46998平方米，建筑密度不大于20％，规划建筑面积90000平方米。该项目规划性质为居住用地。该项目总投资约65000万元,投资资金来源为公司自有资金。此次投资不构成关联交易。  　　据公告显示,天津万东项目位于天津市河东区，四至为：东至万东小马路、南至规划小学、西至现状住宅、北至卫国道。目前天津万东项目地块绝大部分地上建筑物已经拆迁完毕。该项目周边道路非常宽阔畅通。(于丽波)",阳光股份
467,沪、深证券交易所今日协商确定第60批改革公司，两市共10家公司进入股改程序，其中，沪市为S浙广厦、SST博讯、S美尔雅、S山东铝、S兰铝、S*ST金荔和S吉生化等7家公司，深市则为S*ST铜城、S*ST炎黄和S阿胶等3家公司。      沪市本批股改公司总市值约为224.91亿元，其中，S山东铝市值较大，约为111.89亿元；国有控股企业5家，民营企业2家，其中央企4家，地方国有企业1家。截至目前，沪市完成股改或者进入股改程序的公司共759家，占全部应股改公司总数的93.4％，完成股改或者进入股改程序的总市值占全部应股改公司总市值的97.23％。      深市方面，3家公司进入股改程序后，深市主板已完成或进入股改程序公司共418家，未进入股改公司59家，未股改公司市值占深圳主板总市值仅为7.3%。,"S山东铝, S兰铝, 美尔雅, *ST炎黄, S*ST金荔"
469,上周五，三一重工、安徽合力、中联重科等二线蓝筹股冲击涨停。从11月14日以来，上证指数上涨11％，而机械行业指数上涨20％，其中龙头股三一重工上涨了40％。分析人士认为，我国作为机械行业大国，国家鼓励自主创新，以及巨大的海外市场待开拓，支撑着机械行业长牛走势。在政策支持下，机械行业后劲颇足。      自主创新搭台好唱戏      分析人士认为，中共中央决定近期召开中央经济工作会议，有可能进一步提升机械设备制造行业的景气，该行业将面临难得的历史发展机遇。      国务院上半年出台的关于加快振兴装备制造业的政策，其中把自主创新提到了战略高度，机械设备制造是中国未来的优势产业。      武汉新兰德的余凯表示，就目前现况来看，机械设备国产化率不足50％，100％的光纤制造设备、80％以上集成电路制造设备、石油化工装备、70％的轿车制造、纺织机械设备和数控机床需要依赖进口。      由于机械设备制造是工业核心与基础行业，加上未来大规模的城乡建设，中国机械行业需求规模大、增长快、亮点多，承接全球产业转移更是历史性发展的大机遇。      从2005年下半年开始，机械设备制造行业开始持续向好。2006年，常林股份预增4倍、柳工、中联重科、三一重工（见表）等都有明显的增长。而拥有自主知识产权和品牌的企业拥有更大的优势。      如三一重工的泵车，在国内市场占有率59％，其产品在国内外创造了多项世界第一，其输送泵技术是全国科技大会工程机械行业唯一自主创新奖项。S天地是国内唯一的煤炭成套设备供应商和服务商。      余凯表示，中国制造正在从依靠廉价劳动力优势转向建立自有技术与品牌。投资者宜关注那些从规模取胜转向技术取胜的公司、关注技术资本密集领域、关注具有自主知识产权标准的公司。如沈阳机床、广船国际等。      ODI机会值得关注      目前，海外直接投资（ODI）也成为一股热流，ODI可以减轻中国高额顺差所带来的压力。而发展中国家大量的基础设施建设，为我国工程机械产品出口创造了广阔的市场空间，而且国内产品具有物美价廉的优势。日前三一重工公告6000万美元建设印度基地。      在国内，国际巨头公司和国内龙头企业也展开了一系列并购重组，整个行业进入产业大整合的时期。      如全球最大的凯雷投资集团间接成为徐工科技的大股东，常林股份与韩国现代合资合作，中联重科收购浦元汽车吊车等。这一系列并购重组所演绎的投资机会值得关注。,"中联重科, 柳工, 安徽合力, 三一重工"
471,仅剩113家上市公司尚未进入股改程序    　　本报讯（记者张羽飞）第60批股改公司名单今日亮相，两市共有10家公司加盟，其中沪市7家，深市3家。中铝旗下两家上市公司S山东铝和S兰铝此次也一起进入股改程序。    　　根据上证所的公告，本批股改公司包括S浙广厦、SST博讯、S美尔雅、S山东铝、S兰铝、S*ST金荔和S吉生化，7家公司的总市值约为224.91亿元，其中S山东铝市值较大，约为111.89亿元。而深市本批股改公司包括S*ST铜城、S*ST炎黄和S阿胶，其中S阿胶为央企，S*ST铜城为地方国有控股公司，S*ST炎黄为民营控股。3家公司总股本6.18亿股，市值61.31亿元，占深圳主板总市值0.43％。    　　据统计，截至目前，沪市完成股改及进入股改程序的公司共759家，占全部应股改公司总市值的97.23％。深市主板已完成及进入股改程序公司共418家。目前，沪市应股改而未股改公司还有54家，深市为59家。,"S山东铝, S兰铝, 美尔雅, *ST炎黄, S*ST金荔"
472,　　沪深两市本周有10家公司进入第60批股改程序，其中沪市7家，深市3家。  　　沪市7家公司分别是S浙广厦、SST博讯、S美尔雅、S山东铝、S兰铝、S*ST金荔和S吉生化。至此，沪市完成或进入股改程序的公司达759家，占全部应股改公司总数的93.4％，完成股改或者进入股改程序的总市值占全部应股改公司总市值的97.23％；应股改而未股改公司还有54家。本批股改公司的总市值约为224.91亿元，其中，S山东铝市值较大，约为111.89亿元。7家公司中国有控股企业5家，民营企业2家。地区分布方面，7家公司分布在7个省市，浙江、四川、湖北、山东、甘肃、湖南和吉林各1家。  　　深市3家公司分别是S*ST铜城、S*ST炎黄和S阿胶。  　　3家公司中S阿胶为央企，S*ST铜城为地方国有控股公司， S*ST炎黄为民营控股。 3家公司总股本6.18亿股，市值61.31亿元，占深圳主板总市值0.43％。上述3家公司进入股改程序后，深市主板已完成或进入股改程序公司共418家，未进入股改公司59家，未股改公司市值占深圳主板总市值仅为7.3%。,"S山东铝, S兰铝, 美尔雅, *ST炎黄, S*ST金荔"
473,　  　　近日，记者从大唐发电处了解到，公司目前正在北京、上海、深圳和广州向询价对象进行预路演推介。多家基金、券商和保险公司的有关人士表示，目前在中行、工行等超级大盘股成功上市后，权重股的比例和影响力大大提高，中国证券市场进入了良性发展阶段。以港口、电力、煤炭等股为代表的二线蓝筹股成为新一轮的领涨龙头，受到机构资金的热烈追捧，因此对大唐发电上市的前景普遍看好。  　　深圳某基金公司投资部总经理认为，大唐发电的主业清晰，未来的区域结构多元化、一次能源多元化、产业链上下游多元化战略将提升公司未来的竞争优势，并表示他们公司将会参与申购。上海某券商资产管理部负责人认为，公司的业务运营、治理结构和投资者关系管理在过去几年中多次获得境外权威金融杂志和机构授予的奖项和荣誉。他所在的公司目前正在加紧研究保荐机构的分析报告，届时也会参与申购。,大唐发电
482,　　由于政策的逐渐放开和自身在资金自主运用方面的积极探索，邮政储蓄的各种利率正在越来越多地由市场决定。中国人民银行副行长刘士余日前表示，当前邮政储蓄改革已经启动，其对农村资金回流的机制和方式进行了积极的探索，目前利率机制已经基本理顺。  　　“随着邮政体制改革的推进，邮储资金正逐步转向市场化运用，其利率水平也正越来越多地按照商业银行的标准确定，这是其成为银行的必经之路。”中央财经大学中国银行业研究中心主任郭田勇对上海证券报表示。  　　据了解，我国的邮储业务自1986年恢复。按照央行当时的设想，希望通过邮政系统的庞大网点有效回笼货币，以降低通货膨胀压力。与此同时，对邮政储蓄实行“只存不贷”的政策，将其吸纳的资金按照优惠利率全部转存央行。  　　2003年8月，央行对邮储存款实行“新老划断”：当年8月1日前的既有存款（约8290亿元）继续按4.13%的利率转存央行，此后新增的储蓄存款则由邮政储蓄自主运用。央行同时规定，邮储资金自主运用的渠道主要有两种，即购买债券和协议存款。  　　根据2005年出台的《邮政体制改革方案》的要求，邮政储蓄在央行的8290亿元必须按照10%、15%、20%、25%、30%的比例分5年转出。再加上新增储蓄的不断增长，邮储资助运用资金余额仍在迅速攀升，预计明年将突破1万亿元大关。  　　在自主运用资金余额不断攀升的同时，邮政储蓄也一直在资金自主运用方面进行着积极探索。在国际开发机构人民币债券投资、银团贷款等新业务逐渐获批的同时，其用于协议存款和购买债券的资金量也在迅速增长。值得指出的是，这些资金的利率水平均由市场而定。  　　根据银监会提供的一组最新数据，截至今年9月底，邮储资金通过在农村金融机构协议存款和购买农村金融机构发行的金融债已累计向农村地区返回资金1200亿，占自主运用资金余额的18%，而在过去，这一比例仅为1%。  　　郭田勇预计，随着邮政储蓄银行的挂牌成立，其资金将逐渐从更多地用于各种资产业务而非继续存在央行，这将进一步理顺其利率机制。  　　刘士余还表示，将加快筹建邮政储蓄银行，继续发挥其在农村地区的基础服务功能，鼓励邮政储蓄采取多种方式扩大资金在农村地区的多种商业化制度运用。,中国银行
483,　　权威人士在“中信证券第五届资本市场年会”上透露，相关部门正在积极研究商业银行参与发起设立大型产业基金的可行性。  　　该人士透露，目前，政策性银行、证券公司、社保基金、保险资金、邮政储蓄等投资产业基金都已经获得政策允许，而只有商业银行投资仍未开闸。“从整个金融资产来看，80%以上还是掌握在商业银行手中，且存在流动性过剩的问题。而目前在欧洲市场上，产业基金私募的主体已经是商业银行。”因此，商业银行投资产业基金意义更大。而在投资方式上，商业银行投资产业基金不应仅限于资本金，应该考虑允许其运用长期负债资金进行投资。  　　另据透露，我国双边政府基金正呈现快速发展态势。在国家发改委等部门的协调下，目前，中非合作基金、中意（意大利）产业基金、中巴（巴基斯坦）投资公司已获原则性同意，并正在报国务院筹备。（徐玉海）,中信证券
484,　　中国银监会主席刘明康日前透露，为了解决西部地区、县和县以下地区、国定贫困县和东北以及东部贫困地区金融服务供应不够、竞争不充分、网点覆盖率很低的问题，银监会已经初步考虑按照商业可持续原则，降低银行业金融机构在这些地区的准入门槛。  　　金融资源匮乏是农村地区面临的突出问题之一。以甘肃省为例，目前全国有政策性银行、国有商业银行、股份制商业银行（包括区域性的）17家，但是在甘肃设立省级分行的只是有8家，没有外资金融机构，地方金融机构也只有兰州市商业银行，甘肃省信托投资公司和甘肃省农村信用合作社、联合社。  　　刘明康在出席“中国农村金融发展研究”项目阶段性成果研讨会上表示，除了降低门槛，银监会将继续强化监管约束，加大政策支持，尽快使我国的广大农村地区形成投资多元、种类多样、覆盖全面、治理灵活、服务高效的银行业金融服务体系。  　　“这件事情刚刚起步，相信有很多金融机构都会积极去做。”他同时表示，近年来，银行业金融机构为农村地区提供的金融支持正在不断增强。  　　根据银监会提供的数据，截至今年10月末，农村合作金融机构的农业贷款13348亿元，比年初增长19.87%，大大高于全国信贷增长在今年14%-15%的幅度。此外，截至9月末，主要银行的小企业贷款余额为2.7万亿，授信贷款余额更是达到3.39万亿。  　　对于农村金融中的问题，刘明康表示，银监会非常关注物权法的诞生，在物权法的修改和产生过程中，应当进一步探讨在农村取得贷款质押品的来源；同时，面对农村地区的很多新变化，应关注信贷基础设施建设，建立起良好的信用机制。  　　刘明康还表示，将积极研究推动农行和农发行的改革，注重发挥他们商业性和政策性金融支农的作用。农行改革将按照商业化市场化原则，科学地拟定自己的发展战略，促使农业银行增加对具有资源优势和产业优势的生产基地、农产品专业市场的建设，提高对农头企业的服务水平，支持外贸和新型领域当中的农村商业企业，扩大对农村私营业主的支持。,农业银行
486,　　电子票据业务目前成为了多家商业银行的研究热点。上周五，在“华北票据沙龙年度会议”上，华北地区各家商业银行代表对防范票据业务风险、市场发展战略等问题进行了讨论，其中，最为受到大家关注的是对如何发展电子票据，以及建立统一的票据交易平台这两个问题。   　　“我们希望电子票据能有一个统一的行业标准。”中信银行总行营业部票据业务副总经理徐慧琴建议。  　　徐慧琴称，现在各家银行对电子票据的研究与以前银行卡业务发展初期的情况有些类似，“大家先是各做各的，等银联统一的标准出来之后，又纷纷进行调整，这样成本就很高，最好从一开始就有相应的行业标准。”   　　据了解，现行的《票据法》并没有对电子票据做出明确的定位，而国内的票据业务已经达到相当的规模。根据央行的统计数据，去年全年累计的票据贴现量已经达到6.7万亿。票据业务的电子化已经成为趋势。  　　徐慧琴的建议得到了多位同行的肯定。  　　民生银行公司银行部康文哲在会上针对该行正在研究的“电子汇票”做出了解释：电子汇票业务就是指商业汇票的电子化处理。即客户向民生银行申请并取得该业务资格后，通过网上银行实现商业汇票的多种业务功能。   　　同时，针对业务人员的建议，央行支付结算司结算工具管理处樊爽文也作出了回应。樊爽文指出，现在各个商业银行都在研究电子票据的问题，如何在各个银行之间形成一个统一的票据的平台，央行正在做一些初步的研究工作。   　　樊爽文还表示，主管部门正在推动对《票据法》、《票据管理实施办法》和《支付结算办法》等一系列法律法规的修改工作，希望能将其纳入明年人大的修法议程中。,"中信银行, 民生银行"
487,受到资金周转紧张，缺乏有效担保、抵押等融资瓶颈的困扰，企业常常在申请开立信用证方面遇到困难。《每日经济新闻》昨日获悉，为帮助企业突破开证的融资瓶颈，中国银行上海分行推出了贸易融资新品“通易达”。      据介绍，“通易达”又称信用证项下应收账款质押开立信用证业务，是指中行应开证申请人的要求，接受其以全权拥有的信用证项下应收账款作质押担保，为其开立信用证的贸易融资业务。“通易达”可帮助企业充分利用自身业务资源，无需额外申请企业授信。      据悉，“通易达”业务不仅适用于国际信用证，也同样适用于国内信用证。除此之外，今年上半年中行还推出过贸易融资综合解决方案“出口全益达”，可满足出口企业在应收账款变现、风险防范以及财务报表优化管理等方面的各种需求。,中国银行
488,　　为缩短管理链条，扩大县级支行权限，中国农业银行浙江省分行最近决定对部分重点县（市）支行实行“穿透式”管理。  　　这种“穿透式”管理的性质类似于“省直管县”。农行浙江省分行确定了２５家重点县（市）支行，在现有“省－市－县”三级行政隶属关系不变的前提下，由省分行直接对县支行实行经营活动的检查、指导、协调和监测评价，对部分县支行的核心指标考核实行单列，并对部分支行适当扩大授信额度，简化业务流程。,农业银行
489,　　上周五，中国农业银行与西联公司日前在京续签了合作协议。根据该协议，中国农业银行和西联公司将继续为中国的客户提供快捷、可靠、便利的全球汇款服务。此前，农行在国内银行独家推出的西联汇款业务，为国人出行带来了极大便利。据悉，协议期限为3年。  　　中国农业银行国际部总经理李庆萍表示，农行拥有中国最多的银行网点，与西联的持续合作有助于农行持续为客户提供快捷、方便的全球汇款服务，便利资金在国际间正常流动，实现银行、西联和客户三方共赢。  　　据了解，过去的几年里，西联汇款为海外华人及其在华家人提供了可靠、安全、便利的全球汇款服务。作为西联的合作伙伴，农行在中国拥有强大的农村银行网络，可以及时地为海外务工人士及其在华家人服务。未来双方将继续拓展合作关系，提供辅助性的金融服务。西联公司自1994 年就开始进入中国开展业务，提供授权的、便利的全球汇款渠道。,农业银行
490,近日，欧元兑美元汇率突破1.30大关备受市场关注，民生银行将于12月5日至11日推出一款挂钩欧元兑美元汇率的人民币理财产品，期限为半年，预期最高年收益率3.3%。      据了解，该产品的认购起点金额为5万元人民币附加50美元风险金。起息日的欧元兑美元汇率加减600个基点构成第一区间，第一区间的上下限加减450个基点构成第二区间。如果未突破，可获得预期收益；如突破则获得接近活期利率的税前年综合收益。      理财专家称，尽管近期欧元兑美元汇率有突破，但该产品挂钩汇率区间宽，风险相对较小。,民生银行
495,　　大盘涨到2100多点，牛市的“阳光普照”使不少被牛市遗忘的个股再现生机，然而，还是有个别股票依然走势疲软。S贵糖也许就属于被遗忘的潜力股。  　　S贵糖（000833）是一家制糖企业，虽然基本面一般，但具有多重题材。  　　首先，它是一只极度超跌股。该股在5月16日创下13.41元新高后一路下跌至5元多（最低价为5.22元），跌幅高达61%。从上周五5.7元的收盘价看，股价比年均价6.55元还要低13%。也就是说，在今年大盘涨了80%的情况下，投资者居然还亏13%！  　　其次，该股是一只曾经大受市场追捧的资源类股。近来，有色金属股受到国际期货再度火爆的影响，股价重新飚升，驰宏锌锗等更是连创历史新高。而当初和这些资源股一起上涨的南糖、S贵糖等居然无动于衷。  　　据说该股的连续下跌与业绩滑坡有关。按照公司预告今年累计利润可能与同期相比下降50%以上，今年可能每股收益为0.08元左右，但毕竟不是一只亏损股。从基本面看，公司的白砂糖质量连续多年被评为行业第一，去年底还被国家有关部门列入全国首批循环经济试点企业。而公司甘蔗自动化等众多项目的顺利投产，使公司的业绩将会有很大的提升。从股东名单可见，股价下跌与基金全线撤离有关。但南糖的9月底股东名单显示，有2家QFII居然乘股价低迷时悄悄介入，说明连续下跌的糖类股票正在受到外资机构的关注。  　　另外，该股还是一家未股改的公司。按照有关规定，月底前再不股改，股票的交易等将受到严重影响。我们注意到，上周五刊登股改方案后复牌的S楚高速、S乐电纷纷出现在涨停板上，说明所剩无几的股改股又开始受到市场追捧了。  　　既然股价的上涨是风险的凝集，股价的下跌是风险的释放，逢低介入S贵糖不正是回避股指大涨风险的防御性选择吗？（上海证券报）,驰宏锌锗
